UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,class
1.3884537,-0.5252204,7.383762,1.2716717,6.5251307,9.477767,7.6027517,7.95833,7.0561247,5.7482467,6
-0.13711235,12.525252,2.9809935,1.9145982,0.42848688,7.1626587,5.8818674,6.516849,5.3983603,6.0434985,7
-0.09740037,8.211651,3.764837,1.6385154,6.180205,6.9269266,8.881461,5.750471,7.6030583,4.644449,8
0.0010176881,9.0137,1.6538224,-1.1060928,9.961844,5.0024276,7.288218,8.475388,6.6461425,3.6743224,9
13.976825,9.259921,4.225213,1.4296637,7.5744343,5.6309958,7.1349564,6.5943236,5.0108542,4.129486,0
0.063132584,9.053204,1.6141846,-1.1572472,9.946675,4.9720426,7.354883,8.580498,6.636138,3.6750212,9
-1.1543729,7.165581,2.1163006,-1.5205834,10.873333,3.5818253,3.4486501,7.469953,6.0364,3.428947,5
-1.2008,7.1003966,2.2033007,-1.5576323,10.862358,3.4400468,3.087035,7.496464,5.978871,3.4156852,5
1.3272202,-1.1327728,7.493989,1.1196469,6.658209,9.549887,7.609699,8.209033,7.2990103,5.665459,6
-1.2016493,7.1001105,2.1905313,-1.5507199,10.884374,3.434686,3.106895,7.511386,5.992535,3.395496,5
13.730396,9.151762,4.1441665,1.25577,7.3842945,4.935143,6.8858976,6.198532,5.0248914,4.12263,0
-0.0031121206,8.911636,1.7609156,-1.0200627,9.6898775,4.9561253,7.260404,8.414441,6.717477,3.7876804,9
-0.09149298,8.255257,4.117371,1.5147327,5.742133,7.0572534,8.736455,5.6116786,7.430564,4.5449824,8
0.140533,9.047254,1.4294032,-0.782018,10.154123,4.9634004,7.8321548,8.395515,6.3476567,3.384567,9
-0.10190852,8.208131,3.7834442,1.6121609,6.14758,6.9082265,8.885787,5.77572,7.6395984,4.660437,8
1.1164916,9.621375,12.425972,5.0727944,9.097042,5.573175,7.3153396,8.618307,6.2127357,4.2284913,4
0.10144387,8.548636,5.4549217,2.9062188,6.5327225,7.8691792,8.3379965,3.6030383,7.5642204,4.8230596,1
-0.16353123,12.540313,2.9951334,1.7835332,0.39052042,7.196492,5.881999,6.538977,5.3595376,5.933293,7
0.06589054,12.603814,3.3348138,1.4715298,0.63067883,7.4373755,6.2587175,6.2724714,5.566872,5.264396,7
-0.7888992,9.506094,2.501631,-0.94782495,6.356401,4.892733,8.768267,8.588658,7.87394,5.007224,3
-1.2762213,6.970936,2.2862005,-1.575245,10.984408,3.2728872,2.8779197,7.536913,5.977212,3.3527448,5
0.06350915,8.454524,5.445829,2.7847722,6.4142976,7.815437,8.381831,3.6129687,7.564158,4.742403,1
13.760926,8.967018,4.298028,1.3646891,7.188361,5.510241,7.443435,6.274057,5.188412,4.036411,0
13.473692,9.012336,4.1790247,1.5020307,7.0813284,5.429494,7.4294257,6.049368,5.1462765,4.020582,0
0.12989354,8.265877,3.2305992,2.857638,7.122679,7.5341406,8.808186,5.570328,7.8530474,5.0616612,2
0.09474026,8.267278,3.2791476,2.8099523,7.077101,7.485661,8.846238,5.5427146,7.867268,5.031902,2
-0.13453446,12.5099125,3.006207,1.8304654,0.44695687,7.184502,5.901271,6.509093,5.416418,5.97264,7
-0.044274684,8.211601,3.7943296,1.752819,6.181785,7.054164,8.834487,5.63873,7.523783,4.614924,8
0.08416618,8.26565,3.2898068,2.8009777,7.067359,7.4782586,8.854278,5.5285664,7.866148,5.0190835,2
13.57943,9.01571,4.154844,1.2662729,7.1918516,4.849418,6.986941,5.9970126,5.1124396,4.0652313,0
0.047125347,8.514535,5.5105987,2.8405905,6.440287,7.869507,8.311864,3.493609,7.5230775,4.7449093,1
0.105054066,8.262473,3.2786233,2.832074,7.089983,7.5088086,8.83294,5.5334373,7.865686,5.038657,2
1.3402519,-0.5419154,7.3435364,1.2494336,6.5486608,9.48689,7.602583,7.9762096,7.1084714,5.697441,6
-0.7843158,9.446617,2.65766,-0.74431366,6.172939,5.1122503,8.712809,8.456342,7.8901844,4.8880324,3
-0.81771487,9.52717,2.519816,-0.90634674,6.2074785,4.9559793,8.840319,8.61376,7.943293,4.9862595,3
-0.1918877,12.495979,3.0391798,1.4151484,0.30094782,7.3295217,5.8375363,6.57878,5.1769843,5.829499,7
-0.8221825,9.595423,2.4681702,-0.8348368,6.051637,5.0428863,8.92365,8.652514,8.00882,4.989346,3
-0.8065934,9.529498,2.6045768,-0.7512765,6.0170107,5.111435,8.842479,8.509634,7.976745,4.9732056,3
1.1268586,9.545823,12.617619,5.1370687,9.378069,5.501422,7.551706,8.635209,6.311274,4.250711,4
1.1637741,-0.7726632,7.299901,1.1696955,6.6800046,9.48645,7.573278,8.074674,7.364657,5.615677,6
1.3561172,-0.61037683,7.371214,1.282211,6.549471,9.509449,7.627234,7.957273,7.1235633,5.7145414,6
1.086834,-0.269471,7.010794,1.5069054,6.5568123,9.619326,7.786088,7.5675163,7.6435323,5.4702654,6
1.2601683,9.748193,12.188024,5.192831,8.906226,5.612638,7.0906196,8.654995,6.1873436,4.2962174,4
0.120715335,12.207098,3.528017,1.1462457,1.1973614,7.5096984,6.4494977,6.2067237,5.6351743,4.972167,9
0.053781923,8.452829,5.432241,2.7717953,6.4129972,7.801016,8.389677,3.6140757,7.5554523,4.730311,1
-1.1312344,7.151584,2.1378388,-1.4921829,10.851643,3.5956442,3.4147117,7.482306,6.0735445,3.389528,5
13.606179,9.0403595,4.1630898,1.2975076,7.194246,4.967656,7.0581126,6.0543785,5.0949283,4.062103,0
-0.013314086,9.027865,1.6249925,-1.0118142,10.052905,5.0190945,7.3886585,8.347794,6.5998435,3.6049843,9
-1.0817645,7.0666156,2.4219089,-1.4113616,10.748847,3.392699,3.3162656,7.727172,6.049041,3.4299302,5
0.09820304,8.26439,3.2879636,2.8245366,7.0825343,7.4992127,8.840129,5.526816,7.866458,5.033419,2
0.006301473,8.25113,3.9435172,1.5860934,5.9158897,7.1306157,8.680284,5.576652,7.235897,4.434326,8
0.08158276,8.263406,3.3282998,2.8075886,7.0568666,7.486735,8.854034,5.4946127,7.8696084,5.0157275,2
13.412017,9.015317,4.1287704,1.5967888,7.099356,5.595776,7.481845,6.0418363,5.115178,4.012848,0
13.422492,9.048237,4.0868173,1.5890572,7.1517153,5.5604033,7.3942018,6.053646,5.08106,4.032347,0
0.085903436,8.463776,5.4791045,2.830671,6.426672,7.8537755,8.353378,3.5999706,7.584472,4.7808733,1
0.036428817,12.646296,3.273732,1.5115936,0.46191683,7.4110317,6.1828446,6.309811,5.4814587,5.4301696,7
1.38468,-0.580156,7.3979807,1.2592801,6.537313,9.4799185,7.5995207,7.982445,7.0720615,5.748343,6
-0.80614716,9.61539,2.4701693,-0.7829414,5.958571,5.097094,8.955618,8.651404,8.018247,4.9804196,3
1.0099078,9.109292,-1.6533607,6.0994754,10.706583,11.008553,6.6063924,6.682249,6.4047694,5.441763,2
0.07380341,8.399706,5.3877053,2.7815347,6.410707,7.8067627,8.420747,3.7325249,7.614595,4.7640314,1
-0.148189,12.501221,2.9859946,1.8535818,0.41239718,7.1864123,5.866038,6.531138,5.344778,6.0365887,7
1.1692483,9.760627,12.049259,5.120155,8.858596,5.755019,7.218085,8.4399395,6.2568054,4.3410273,4
1.3838457,-0.87611866,7.465821,1.1666428,6.5885653,9.505585,7.593199,8.135472,7.132297,5.704966,6
-0.8169875,9.579044,2.4888873,-0.82652295,6.0491414,5.0480084,8.914181,8.636205,8.0012455,4.9813747,3
0.10049844,8.526997,5.4192457,2.8938043,6.530386,7.855293,8.36215,3.6404676,7.575901,4.8220663,1
-0.755171,9.531384,2.5586312,-0.6578789,5.9531164,5.2096453,8.8891535,8.52106,7.950304,4.9241543,3
0.06381509,9.035026,1.4158026,-0.7642988,10.200998,5.0018883,7.786948,8.359676,6.3004756,3.327085,9
0.067381494,8.06794,5.3378015,2.5925233,6.1689873,7.7780766,8.588026,4.0093374,7.785158,4.6874986,1
-0.16824873,12.456931,3.1273606,1.1550514,0.32164243,7.418027,5.8488097,6.556443,5.1393003,5.6717205,7
1.4286085,-0.49827385,7.424111,1.2622467,6.5079412,9.42907,7.5843515,7.9651465,6.975382,5.800228,6
-0.08265877,8.235649,4.1063476,1.5200839,5.7695527,7.052656,8.749932,5.6135545,7.4439807,4.545364,8
1.0720229,9.594873,12.4722185,5.099572,9.346755,5.6557693,7.6429415,8.441108,6.3766,4.298713,4
-0.7948345,9.577555,2.5318122,-0.7311862,5.9451013,5.144509,8.926824,8.5923195,8.004692,4.951485,3
0.12891144,7.6665816,5.2911386,2.1841612,5.80707,7.8052845,8.74506,4.4885907,7.750409,4.543436,1
1.08727,9.556648,12.564131,5.1222568,9.437185,5.59754,7.6864457,8.486939,6.384777,4.283323,4
13.556822,8.991146,4.1843047,1.3385938,7.1062393,5.0317116,7.163848,6.0060716,5.125182,4.0314255,0
-1.1163176,7.0285406,2.4399903,-1.4429424,10.77912,3.3578908,3.1865187,7.681077,6.010481,3.4345794,5
-0.6125022,9.297795,2.9086978,-0.1331928,5.7287,5.645518,8.781364,7.806827,7.791506,4.8762746,3
1.2874316,-0.39185375,7.268919,1.1771028,6.5589466,9.432334,7.5489807,8.031753,7.0237412,5.6568375,6
0.06080814,9.082468,1.5918709,-1.1708895,10.016325,4.9714084,7.3514876,8.566769,6.611009,3.6392832,9
1.4335377,-0.73906213,7.479578,1.2106627,6.5444293,9.478943,7.590394,8.071689,7.0413327,5.770832,6
0.098072894,8.715167,5.4236207,3.0450053,6.715717,7.8945994,8.311839,3.5030923,7.501948,4.8687897,1
-0.16733105,12.522716,3.0075667,1.6756717,0.3446534,7.2535734,5.85544,6.5499825,5.269275,5.941724,7
-1.2781563,6.87895,2.5028055,-1.5538785,10.936228,3.2147808,2.7742174,7.533851,5.9637403,3.4112635,5
1.2850258,9.773141,12.122472,5.2115726,8.825228,5.6249676,7.0168753,8.658065,6.160041,4.298566,4
1.3001361,9.770984,12.184536,5.2203536,8.872368,5.5849805,7.018305,8.710508,6.162692,4.295945,4
-0.06461683,12.627433,3.196937,1.3215961,0.28865498,7.462743,5.994969,6.4290786,5.2707105,5.5423336,7
1.3085805,8.6757145,-1.2419726,5.8731346,10.57134,11.061974,6.8184505,6.8779626,6.423138,5.585073,2
0.011560088,8.21569,3.8912597,1.7014948,6.0583735,7.1392136,8.734053,5.5557375,7.330426,4.491344,8
0.10961312,8.265314,3.2517662,2.832475,7.099274,7.5097094,8.82871,5.5550294,7.8609695,5.0435047,2
0.12611488,8.265384,3.2222729,2.8637786,7.127799,7.542744,8.809161,5.564471,7.851761,5.054636,2
-1.386775,6.858931,2.355163,-1.7176584,10.994266,3.2497544,2.6019485,7.2815037,5.903691,3.4330032,5
-0.11150972,12.527367,3.1243744,1.4030719,0.38305154,7.342904,5.9684215,6.485178,5.2997937,5.6550627,7
0.08702556,9.104826,1.5751147,-1.1769161,9.9649,4.952304,7.449922,8.609301,6.622002,3.6635282,9
-1.1582634,7.0842056,2.275617,-1.4940133,10.842326,3.415801,3.1876252,7.5928364,6.0150843,3.403928,5
1.1624676,9.773327,12.100297,5.113715,8.846142,5.7297406,7.1815825,8.477324,6.2270083,4.33147,4
-0.11281049,8.186123,3.9761596,1.6432273,6.014279,6.98175,8.881413,5.6801524,7.677421,4.683408,8
-0.05685215,8.095501,3.8900363,1.8945012,6.319383,7.1101265,8.900595,5.533761,7.6996045,4.690397,8
1.1664172,9.659254,12.363782,5.113812,9.039884,5.574967,7.241843,8.648557,6.2085648,4.245846,4
0.052454192,8.948656,1.6481607,-0.6683963,9.95493,4.985068,7.656144,8.089839,6.5573254,3.5624247,9
13.5792055,9.01034,4.160264,1.30917,7.157298,4.9565454,7.0763173,6.017105,5.1067905,4.0560284,0
-0.054139573,8.179303,4.28967,1.597651,5.7289777,7.166596,8.724147,5.454057,7.4471436,4.536198,8
0.017068211,9.325581,1.4291048,-0.9326199,10.154744,5.0019093,8.045035,8.3203,6.4935594,3.472919,9
0.107292734,7.6881366,5.192056,2.1227589,5.772959,7.743939,8.77096,4.5859756,7.77822,4.5374537,8
13.70176,9.084815,4.260355,1.4442153,7.247867,5.5113807,7.380301,6.2769494,5.138425,4.0492153,0
-0.0055911443,8.878163,5.49221,3.054388,6.7757297,7.8899093,8.24645,3.1043942,7.396191,4.7794585,1
0.9518013,9.152552,-1.5361845,5.9653087,10.659631,10.931803,6.6554036,6.65199,6.450628,5.43675,2
-0.79331917,9.578036,2.5079267,-0.7385753,5.9626913,5.1352034,8.924078,8.598829,7.987536,4.953533,3
0.83936656,9.621718,12.215417,4.835012,9.0480585,5.9492035,7.674472,8.032558,6.33927,4.28878,4
-1.4437546,6.7505097,2.489502,-1.7285925,11.064839,3.1437967,2.4215224,7.273523,5.903682,3.40864,5
0.97534657,-0.4337102,6.8706665,1.2374071,6.6229773,9.616742,7.711239,7.859056,7.6001344,5.2113976,6
-0.09899085,12.644566,3.1830585,1.1426156,0.24277368,7.4540353,6.0321918,6.481233,5.24114,5.4275537,7
-0.10256157,8.2307005,3.6081836,1.6324948,6.359193,6.8813343,8.883819,5.8179502,7.548457,4.628343,8
0.046520624,9.110816,1.5875883,-1.1468188,10.048631,4.974323,7.4260645,8.512092,6.612296,3.6292186,9
13.587581,9.211444,4.0710125,1.4358197,7.3628445,5.2217097,7.033466,6.1743183,4.9805346,4.1029806,0
0.0804428,8.747226,5.4358172,3.0530882,6.7362285,7.88911,8.303311,3.4353466,7.4755716,4.8520293,1
0.96676296,9.123551,-1.3811878,5.8311033,10.619611,10.853629,6.721017,6.6606755,6.4827676,5.443626,2
-0.7968234,9.611984,2.4229364,-0.8574968,6.0865965,5.015371,8.946099,8.682913,7.990042,5.0001554,3
0.73361546,9.568689,12.263906,4.7225633,9.046749,5.9610453,7.725725,7.97518,6.3009167,4.2377815,4
-1.3449228,6.960201,2.206614,-1.7164152,10.969162,3.3293245,2.759145,7.3199983,5.914231,3.4156969,5
1.1967487,-1.2621353,7.3156157,0.97092015,6.7204113,9.639297,7.645925,8.3420315,7.4046264,5.378029,6
-0.09123863,12.66919,3.1989021,1.1023995,0.2237584,7.472931,6.044921,6.4762607,5.2396407,5.385533,7
0.03764238,8.209074,3.5756044,1.6671921,6.484523,6.999726,8.804695,5.690215,7.3333826,4.4668803,8
-0.041966885,9.033107,1.6064403,-0.9785448,10.106058,5.050516,7.4199767,8.29933,6.5663433,3.5557876,9
13.517133,8.965067,4.1678963,1.3830827,7.095506,5.060085,7.2027893,5.9847016,5.155572,4.0227923,0
0.07240487,8.845198,5.4755797,3.1288347,6.807222,7.929574,8.269352,3.2952285,7.4425864,4.8635097,1
1.3161359,8.634381,-1.0833013,5.814887,10.514553,11.100346,6.795128,6.961759,6.497089,5.6785364,2
-0.75539786,9.600769,2.4355302,-0.7047971,5.967839,5.1687407,8.927636,8.635336,7.9475923,4.9241247,3
0.7522175,9.6102705,12.303095,4.756406,9.117595,5.9391646,7.764375,7.986964,6.3574643,4.289903,4
-1.5282912,6.5659614,2.7212586,-1.6859566,11.141262,2.9661431,2.210228,7.2844734,5.8371816,3.450496,5
1.3120621,-0.75411886,7.3585806,1.1635485,6.5950685,9.503009,7.5928307,8.103954,7.165042,5.6393685,6
0.017656846,12.788543,3.3307495,0.96311873,0.23787962,7.574274,6.18832,6.3705897,5.3330846,5.1069264,7
-0.077948034,8.185837,3.8881273,1.7994183,6.1367636,7.0707145,8.862455,5.6024294,7.646993,4.6848083,8
0.022225294,9.066584,1.5953307,-1.0693377,10.089992,4.9955616,7.387428,8.417263,6.591153,3.598489,9
13.757155,9.189311,4.1323047,1.2875338,7.432404,5.038561,6.8937216,6.259231,4.9998074,4.1344304,0
-0.0047581466,9.068062,1.5981985,-1.0954492,10.090405,5.0193796,7.3582253,8.434708,6.593475,3.5980093,9
-1.3696617,6.8892517,2.298243,-1.7151818,10.99081,3.266964,2.6517239,7.3135066,5.915464,3.4135773,5
-1.5297428,6.59422,2.6621878,-1.7060655,11.134818,3.0006247,2.2211368,7.2575345,5.8486485,3.4335165,5
1.0375531,-0.29481956,6.9319496,1.4268959,6.5680475,9.6278305,7.773574,7.6449194,7.642133,5.366363,6
-1.5163774,6.6318674,2.5827875,-1.7546102,11.14422,3.0353818,2.250722,7.2191167,5.851271,3.443724,5
13.7458,9.238054,4.091605,1.5036446,7.5168624,5.4080744,7.0293684,6.370889,5.0300303,4.1284165,0
0.09115333,9.236103,1.5751902,-1.1425745,9.971057,4.9149804,7.756662,8.499828,6.6616206,3.6829104,9
-0.10041251,8.2348995,3.6639762,1.663035,6.314373,6.9292645,8.86324,5.7540073,7.509825,4.6108804,8
0.07136768,9.091095,1.5957392,-1.1638638,10.009687,4.954656,7.389646,8.5667925,6.6185846,3.647513,9
-0.009564447,8.091606,4.131546,1.8067297,6.040878,7.165078,8.81576,5.4178057,7.6617837,4.620916,8
0.6961167,9.565413,12.287952,4.6886363,9.056138,5.9600387,7.7613783,7.958685,6.303777,4.2351747,4
0.05916036,8.718403,5.412382,3.0040407,6.677329,7.840071,8.322838,3.4152577,7.443915,4.821146,1
-0.0848366,12.501276,3.064714,1.8210609,0.50605845,7.2078643,5.970739,6.4510026,5.473936,5.921328,7
-0.2477387,12.283512,2.9876351,1.3833616,0.47703508,7.260207,5.7460074,6.6390605,5.1449766,5.9560633,7
-0.7129273,9.450077,2.5778356,-0.66173387,6.1127186,5.1910806,8.788477,8.471856,7.8328323,4.8556294,3
-1.3514965,6.852723,2.4331896,-1.6634597,10.985507,3.2220445,2.6394389,7.37612,5.942099,3.401696,5
0.05637316,8.814324,5.468365,3.0947871,6.7640367,7.893625,8.277586,3.3020437,7.419236,4.8425326,1
13.476674,8.924031,4.031558,1.5971688,7.2250485,5.5894604,7.3217196,6.0737357,5.12521,4.030328,0
13.545482,8.978021,4.1281247,1.2946999,7.1573615,4.8693542,7.000967,5.9647236,5.1386967,4.0665646,0
0.9936698,8.99076,-1.2855204,5.892726,10.571558,11.022765,6.666437,6.7683153,6.5119486,5.527801,2
0.9676502,9.083061,-1.2977074,5.8226256,10.5954075,10.916311,6.6968737,6.7083683,6.5158796,5.495094,2
-0.04746225,12.7090025,3.2185118,1.2008015,0.23829195,7.4699507,6.128583,6.422181,5.3109627,5.3581533,7
-0.06753335,8.214997,3.5496905,1.7687781,6.462807,6.937422,8.904311,5.790207,7.629491,4.681466,8
0.8802325,9.253271,-1.746466,6.2292304,10.735976,11.110359,6.4747357,6.649245,6.4377737,5.444359,2
13.530113,9.035488,4.121474,1.3229187,7.1538305,4.918283,7.035861,5.9748917,5.073289,4.0565796,0
0.01647691,8.731399,5.4517536,2.972582,6.6157436,7.8211694,8.291777,3.3543599,7.3941603,4.7772,1
1.0173888,8.948994,-1.4361228,6.142353,10.616229,11.273638,6.5118876,6.8327065,6.4884887,5.6019807,2
1.1230769,-0.33975425,7.035261,1.3580065,6.5625906,9.583984,7.715841,7.752625,7.4655647,5.4382777,6
-0.7757872,9.610439,2.3583848,-0.84813076,6.135932,5.0151567,8.93001,8.692308,7.9628024,4.995803,3
-0.83255273,9.609335,2.4904304,-0.86343926,6.0229445,5.0114236,8.934749,8.650203,8.031798,5.0284176,3
0.043081213,12.768425,3.3865206,0.92975813,0.32091033,7.580186,6.2382493,6.355081,5.3795266,5.025827,7
-0.7257796,9.615622,2.3304143,-0.7309404,6.071603,5.1329584,8.926466,8.679327,7.9132214,4.9316063,3
-0.8092969,9.56154,2.5080814,-0.8523597,6.1100726,5.0105944,8.869284,8.607567,7.96631,4.9975967,3
0.65346193,9.576731,12.342851,4.6457186,9.017188,5.909246,7.7108526,7.9977674,6.258314,4.217025,4
1.2952791,-0.77471995,7.346918,1.0889657,6.6114693,9.499287,7.5695806,8.190484,7.1173573,5.600154,6
1.1668221,-0.3436912,7.1071105,1.3942077,6.5548334,9.567013,7.710329,7.728334,7.434365,5.5232325,6
1.0296322,-0.35761574,6.921776,1.3382175,6.582906,9.616335,7.7391286,7.749541,7.5875816,5.3142476,6
0.64870405,9.555302,12.312678,4.6410747,9.023283,5.9452667,7.75899,7.9562035,6.2703857,4.2075186,4
0.049922146,9.037092,1.664321,-0.8916068,10.029577,4.9420424,7.557712,8.180011,6.6470103,3.6460774,9
0.11904314,8.656191,5.368501,3.0032747,6.6945705,7.879308,8.351036,3.6461105,7.5531063,4.8700576,1
-1.410555,6.7733707,2.4940999,-1.6901257,11.049791,3.1311197,2.508167,7.364264,5.930026,3.3734066,5
13.4855585,9.016023,4.0978227,1.4593561,7.1742435,5.1957498,7.180081,6.0132504,5.1024694,4.0444374,0
0.00396753,9.022902,1.6346388,-0.8158411,10.075943,4.99285,7.588107,8.130068,6.5824494,3.5696628,9
-1.5386691,6.5658517,2.7052696,-1.7095912,11.154098,2.9695818,2.1936092,7.258373,5.831979,3.4549735,5
1.2957119,8.633604,-0.8935261,5.720116,10.460506,11.133446,6.7660813,7.012093,6.579146,5.7467566,2
-0.020870356,8.221769,3.8901532,1.5081687,5.924122,6.910008,8.789607,5.744383,7.6491327,4.601827,8
0.9854984,9.001823,-1.2693316,5.894601,10.569718,11.03796,6.656347,6.7760115,6.5273423,5.544792,2
13.617864,9.069217,4.135388,1.2463888,7.2463913,4.8144736,6.926211,6.032003,5.0664277,4.0860586,0
13.506129,9.000996,4.145938,1.3107553,7.1015277,4.8985944,7.0710683,5.9379377,5.10012,4.0392795,0
0.0312463,8.759423,5.448573,3.0114987,6.6741877,7.842455,8.289824,3.339985,7.4053855,4.8009286,1
0.11589354,12.475191,3.483001,1.1479763,0.819677,7.5412617,6.3949523,6.22974,5.570253,4.988999,7
1.1098944,-0.2697516,7.0154943,1.4588076,6.5482454,9.608331,7.7645183,7.6249385,7.561933,5.460943,6
-0.80259037,9.628956,2.4611175,-0.79255235,5.9583,5.086163,8.965464,8.656542,8.027088,4.9963503,3
0.97305775,9.07614,-1.3809885,5.910127,10.61459,10.959684,6.676971,6.7071886,6.486345,5.480056,2
0.1014817,8.650801,5.357766,2.9926884,6.70955,7.856694,8.353202,3.6574078,7.5353456,4.852864,1
0.019245151,12.779688,3.3476346,0.9334644,0.2587467,7.571594,6.2078342,6.384393,5.346616,5.0849695,7
-0.8045055,9.602479,2.5244646,-0.75141245,5.900295,5.131767,8.951934,8.609332,8.034064,4.9766183,3
0.07286615,8.827403,5.466996,3.1103027,6.785683,7.920025,8.2746725,3.3177576,7.444921,4.8591185,1
-0.81021786,9.566852,2.5077217,-0.83664393,6.0719547,5.0199857,8.876998,8.587017,7.976479,5.0224767,3
0.05976465,9.005391,1.7158386,-0.6559813,9.977281,4.903912,7.7445507,7.929238,6.6654606,3.6553025,9
0.03781346,8.629007,5.4055753,2.902396,6.5822296,7.79804,8.343344,3.4975162,7.4669776,4.777182,1
-0.047230482,12.538696,3.145015,1.6294236,0.47861427,7.296209,6.042121,6.408258,5.4373965,5.695138,7
1.3272319,-1.047946,7.5135307,1.1848894,6.6547117,9.524973,7.6026297,8.130595,7.297265,5.73842,6
-0.050774813,8.241961,3.454635,2.0301473,6.568455,7.052909,8.902149,5.7461786,7.7239504,4.7917027,8
0.69912744,9.543788,12.276237,4.69428,9.067427,5.987806,7.8075776,7.9097004,6.315203,4.224919,4
-0.7465423,9.629825,2.3844767,-0.70074946,5.945451,5.1763635,8.952763,8.671538,7.952593,4.924084,3
0.091606855,8.652255,5.412485,2.9813468,6.6618543,7.8617516,8.334985,3.5631084,7.5210342,4.8412714,1
0.7579751,9.593771,12.264855,4.756171,9.114872,5.9642467,7.764054,7.9642997,6.365064,4.282134,4
13.517061,9.099818,4.1128683,1.5664661,7.2315845,5.607063,7.356789,6.159501,5.045881,4.044112,0
-1.4709706,6.707768,2.5352685,-1.7409598,11.11897,3.0987911,2.348943,7.268435,5.899751,3.3986568,5
-0.6885117,9.65496,2.2953463,-0.6029811,5.947354,5.2544594,8.8899555,8.655254,7.858251,4.908551,3
1.1228302,-0.8672295,7.0291314,0.9524528,6.6417165,9.643737,7.65673,8.265301,7.3234224,5.155238,6
-0.024738146,9.047982,1.5915103,-1.0517222,10.108789,5.0407157,7.3566937,8.39147,6.5676394,3.5668008,9
0.8029112,-0.60739374,6.7887096,1.1400217,6.739055,9.588453,7.6624126,7.9701695,7.789666,5.114753,6
0.04824297,8.653456,5.4044614,2.9328911,6.6206937,7.812164,8.338472,3.4925373,7.4678936,4.7954097,1
0.026004007,12.795269,3.3041346,1.046026,0.23342422,7.579112,6.186901,6.3463864,5.3425474,5.160179,7
-1.4768549,6.681125,2.577758,-1.7200445,11.107842,3.074562,2.330174,7.2736998,5.890046,3.4160008,5
