UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,class
0.17004655,9.287511,6.088309,6.1907144,2.31114,8.802829,4.2259846,2.9835718,7.6678042,4.4682684,4
-0.06261517,9.358876,9.508274,5.57225,2.382367,6.5896735,4.926655,4.3581777,7.3885207,5.79739,0
0.69185007,9.949282,5.502789,3.6701505,3.2972076,5.7473917,5.6966734,3.8450603,8.99683,6.081949,2
0.3697553,10.03008,7.4395213,6.516508,3.7232654,6.776949,4.8758245,3.8051784,7.5998096,5.62395,1
0.067620225,10.068571,7.37579,5.6669693,3.8607507,6.817153,4.784925,4.103592,7.8446608,6.113374,1
-0.35146746,9.632387,9.058393,5.515319,2.3776534,6.8998303,4.729387,4.1615486,7.431886,5.651575,0
-0.24630165,10.022541,6.3219094,6.672431,2.2336965,9.243985,4.578305,3.1357925,6.9619327,4.633942,4
0.32850516,10.344361,7.495308,5.21242,3.2746377,9.010187,3.9875836,3.802276,7.9746065,6.491238,5
0.28508863,9.259698,5.3819947,2.8266735,3.0928438,5.992673,4.8335705,3.1375031,8.676212,5.5858293,2
0.5402498,10.435381,7.149577,5.6439447,4.280577,6.652603,5.5218,3.934096,7.9421153,5.8052564,1
-0.17470203,9.982357,9.208276,4.988781,2.690338,8.53834,3.8967915,4.09119,7.5464125,6.3405704,3
0.4091509,10.664607,7.380616,5.447869,3.795061,9.446523,4.1758313,3.8220463,8.080363,6.2672153,5
0.48098013,10.45631,7.3466115,6.1911764,3.535103,7.262336,4.5715833,4.051053,7.9345555,6.499299,1
0.4516653,10.505992,7.5059986,6.3003945,3.730442,7.0205717,4.6621995,4.0780826,7.8738813,6.4004307,1
0.61944324,9.588501,6.109881,3.9170065,3.5679874,6.3891015,5.533741,3.6051896,9.136602,5.8325152,2
0.38357288,9.732711,5.657829,3.581381,3.4526339,6.230072,5.4089384,3.3492053,8.767351,5.8233504,2
-0.12593149,9.951969,5.9314895,6.411022,2.5663793,9.128622,4.654212,2.7837718,7.429163,4.5913544,5
0.5055472,9.606368,6.115566,3.9026155,3.4022002,6.372244,5.570339,3.606484,9.329549,6.1585326,2
0.7518845,9.639873,5.6974506,3.7586136,3.7234128,6.556279,5.4743247,3.2647836,9.160577,5.7367125,2
0.2986119,9.929564,6.320206,5.5932274,2.9570148,9.218584,4.264096,3.027869,6.9586267,4.6832294,4
0.033201646,10.297567,6.1592336,5.74011,3.1035118,9.101928,4.355745,2.925625,7.3733335,5.132713,5
-0.08750605,9.320839,9.378801,5.4931793,2.440599,6.7843966,4.7673154,4.140095,7.442882,5.886395,0
0.019318745,10.068749,6.3308163,5.6664267,2.714923,9.28476,4.40691,2.961404,7.2626963,4.7467136,4
0.33824468,9.666081,5.8364496,3.7686422,3.4535205,6.055878,5.662744,3.6162298,9.172104,6.163545,2
-0.2619695,10.505177,8.891741,4.913585,2.7893713,8.937549,3.6644826,3.7569594,7.6521606,7.5083857,3
-0.17819825,9.931724,6.5983744,6.5332437,2.2000751,8.97202,4.6790566,3.137879,6.925058,4.6490765,4
0.4211887,10.32536,7.427679,6.782463,4.8995986,6.388325,5.1877503,4.200361,7.9065356,6.2522454,1
-0.14441082,9.92583,6.3145003,6.5865073,2.2389102,9.110716,4.5398774,3.1561728,7.0953937,4.725085,4
-0.07864011,9.368333,9.420535,5.5179086,2.2774107,6.865826,4.6903963,4.2015934,7.269566,5.833822,0
-0.41521436,10.016371,9.121621,4.9524703,2.058172,9.156927,3.4650192,3.9874976,7.333545,6.47925,3
0.4769675,9.610359,5.5696883,3.3710394,3.3357604,6.4365244,5.001309,3.229047,8.727642,5.7495313,2
-0.35452884,10.422477,8.928157,4.8197045,2.7511117,8.91114,3.6149333,3.7034655,7.689955,7.4733086,3
0.50163805,10.130074,7.475816,6.2920737,3.569669,6.498052,4.566482,4.032133,7.7000384,5.772607,1
-0.027560314,10.027754,9.226116,5.081854,2.2952776,8.177086,4.1179466,4.1064873,7.302264,6.717071,3
0.27447274,9.859978,8.521718,5.3758564,2.6337476,7.5873365,4.715407,4.2359385,7.377973,5.8497806,4
-0.17916074,10.249466,8.736307,4.6503844,2.7644126,9.058444,3.5283895,3.8003073,7.6536827,6.906643,3
-0.15297368,9.970671,6.073203,6.3360405,2.52544,9.161283,4.5440326,2.9457822,7.302083,4.6181736,4
0.13408901,9.7031355,6.5326285,6.0437326,2.3957505,8.678206,4.6870365,3.4331005,7.0008817,4.5920324,4
0.7239852,9.712198,6.010186,4.034089,3.7467506,6.440648,5.582881,3.4920316,8.992353,5.675685,2
1.755461,9.9732685,6.934445,6.5006785,4.5266466,6.764672,5.3881674,4.3654137,7.764041,6.2777095,1
-0.10739512,10.375587,8.151397,5.413093,2.8115118,9.12422,3.7328632,3.6884303,7.758244,6.9154196,3
-0.31492984,10.014587,9.588433,4.8999515,2.6911275,8.787122,3.5430653,4.113422,7.6424923,6.728201,3
0.124147564,10.037938,6.367885,5.586219,2.842958,9.252611,4.356912,3.1833925,7.117248,4.7179217,4
-0.29091784,10.533987,8.963357,4.956611,2.788192,8.896659,3.7109375,3.781502,7.622121,7.5075135,3
-0.0105712,10.251986,7.385388,6.1800485,3.6823423,6.874269,4.7023478,3.6701398,7.5717707,5.6145873,1
1.7501723,10.006631,6.929329,6.5140295,4.568717,6.758055,5.362901,4.3771987,7.8072324,6.319148,1
0.6142856,9.763167,5.702552,3.769869,3.3184385,6.0779366,5.5188284,3.5992515,9.24343,6.182525,2
0.2753068,9.97553,5.9825935,3.6083872,3.3674405,6.1082816,5.988244,3.2877848,8.88307,6.098559,2
-0.35230055,10.373239,8.919642,4.7682214,2.7126074,8.922845,3.582253,3.6791146,7.707253,7.462597,3
0.5285329,9.715229,5.5578566,3.496897,3.432747,6.509651,5.0861044,3.2839515,8.808344,5.841292,2
0.30270532,10.392002,7.400738,5.5049257,3.6092222,8.801714,4.176374,3.7638893,7.9838514,6.1897955,5
-0.28851104,10.381534,9.461003,4.7695446,2.6435516,9.278925,3.4676418,4.0588346,7.635448,7.1653624,3
0.53500825,10.243795,7.412787,6.549115,4.2115183,6.581313,4.792737,4.0904584,7.8675976,6.108998,1
0.06402167,9.645117,5.9903593,4.1364465,3.2699008,6.3109837,5.2508616,3.2952485,8.888809,6.185031,2
-0.15241347,10.144149,6.16165,6.0164914,2.8369184,9.145554,4.324258,2.7915425,6.962943,4.6147633,4
-0.35476893,10.435733,8.926276,4.8111434,2.7346401,8.906534,3.6202843,3.6968439,7.6642594,7.5017138,3
-0.12850654,10.507261,9.053572,5.1303773,2.9272556,9.336608,3.5926967,4.08849,7.7683315,7.1383615,3
-0.49607205,9.218822,9.701616,5.232762,1.9433517,6.2905393,4.954292,3.9702392,7.3980145,6.067352,0
0.45147926,10.190578,6.540896,5.836137,3.2134275,8.936413,3.7863872,3.7377515,8.283529,7.1700172,5
0.3973294,10.313122,6.7559023,5.822128,3.042963,8.793448,3.916074,3.7013514,8.1612015,6.7530804,5
0.39512417,9.9181595,6.055956,3.684315,3.3570786,6.239585,5.8570104,3.2858117,8.947959,6.0506663,2
0.093709335,10.161146,7.178666,5.647833,2.7421255,9.15339,3.728483,3.505051,7.908691,6.452488,5
-0.6089609,9.261046,9.801457,5.4166484,1.9216757,6.9962306,4.3006153,4.0630393,7.291488,5.5292406,0
0.26931274,10.203641,7.7988157,6.433847,3.817057,6.4515533,4.708583,4.0320506,7.7652354,6.066461,1
0.4967125,9.480746,5.9075894,4.0004344,3.4110963,6.4681005,5.360792,3.362037,9.412988,6.0618353,2
-0.56226885,9.238211,9.687959,5.9000297,2.6838143,5.8540807,4.8928027,4.3230066,7.57519,5.575498,0
0.45131642,10.091025,7.192184,6.142372,3.8170774,6.8715158,5.307291,3.900222,7.9526386,6.0170774,1
19.301678,9.129732,4.695729,5.617963,1.9461827,6.7238574,5.7238193,4.3855844,8.628207,6.5110226,2
0.20538846,9.872092,6.138223,5.7042327,2.8399408,9.160121,4.361044,2.7814307,7.0349417,4.500677,4
0.08266349,9.480393,6.2545853,6.136932,2.4866939,8.687852,4.334841,3.0442374,7.6045117,4.577277,4
0.46139625,9.410734,6.05451,3.6244524,3.0784323,6.6222043,4.878075,3.1824083,8.7733965,5.7164836,2
0.4646817,10.3078,6.4217167,5.947264,3.0459065,8.988097,3.7066429,3.7156978,8.376563,7.243652,5
-0.31097117,9.329097,9.680728,5.4244647,2.2059078,6.4149694,4.622928,4.2550974,7.379641,5.8849864,0
-0.5219139,9.182732,9.968,5.8625603,2.5819688,6.1825485,4.7345505,4.4552474,7.4133916,5.5550656,0
0.25661027,10.201983,7.88311,6.406283,3.9871361,6.338298,4.812882,4.1080704,7.7649593,5.911742,1
0.0709314,10.122426,6.3585634,5.6433215,2.8386233,9.325169,4.3727393,3.2039437,7.1095223,4.7610993,4
0.51265746,10.395776,7.349591,5.8827367,4.2373533,6.6006784,5.3077703,3.9923794,7.936768,5.8899183,1
-0.6588667,9.476224,9.611096,5.625741,2.3070703,6.243826,5.0001545,4.552642,7.5969696,5.625957,0
19.375683,9.187153,4.773576,5.7252088,1.9178226,6.797629,5.7334714,4.403007,8.480805,6.574712,1
-0.862143,9.3118925,9.81187,5.472809,1.8770393,6.3272953,4.6709895,4.5149207,7.3638673,5.4929066,0
0.37634543,9.536322,5.7496886,3.7758894,3.585319,6.250405,5.4417763,3.429731,9.139018,5.9172425,2
0.085149445,9.762331,6.470608,5.9271584,2.5107663,8.804028,4.598094,3.1842902,7.1176333,4.5731277,4
-0.31743145,9.588898,8.875059,5.43036,2.4959762,6.873764,4.7788258,4.2138557,7.628359,5.7441797,4
-0.070705466,9.9320345,8.635068,5.163593,2.8570623,8.311186,3.8639333,3.9548097,7.784246,6.351915,3
0.25290775,10.031545,6.9038296,5.899325,3.2180905,9.041645,3.9214563,3.7372868,8.250338,6.9304814,5
-0.4009228,10.475898,9.8489065,4.8183246,2.6525009,9.289668,3.4574091,4.1638527,7.63805,7.329318,3
-0.058198098,9.561832,6.4118934,5.994936,2.4370925,8.7814,4.266437,2.9811845,7.628652,4.646941,4
-0.5821485,9.1958685,10.001695,5.9491997,2.7063143,5.9804792,4.7837167,4.5099916,7.4754567,5.532553,0
-0.58946073,9.459822,10.004198,5.2245865,2.1376214,6.628827,4.6431823,4.5849824,7.538115,5.764974,0
0.21258494,9.568735,5.6104913,3.5950618,3.8134906,5.9862485,5.6499486,3.6756682,9.020292,5.8796597,2
0.49707013,9.860054,8.63767,5.4338408,2.7344391,7.5441675,4.7411914,4.2895527,7.352331,5.945347,5
-0.42265028,9.623602,9.073954,5.468583,2.3530521,6.7073402,4.8368077,4.27608,7.5836515,5.744833,0
0.40921435,10.348425,6.475297,5.981112,3.0721126,8.9886055,3.7517984,3.6902962,8.332289,7.108657,5
1.7549703,9.990758,6.9479017,6.4872737,4.546494,6.7789035,5.373104,4.3824196,7.781047,6.289054,1
0.21294561,9.84628,5.8137336,3.6437612,3.4039056,6.194996,5.6356297,3.3149874,8.876048,6.126037,2
-0.3123121,10.247119,9.688486,4.9494386,2.574054,9.12458,3.5004306,4.2208056,7.608817,6.9754663,3
-0.24457577,10.082037,9.545975,5.0247846,2.5093846,8.6949835,3.7552998,4.191052,7.5120845,6.7094135,3
0.43838406,9.680349,5.6691427,3.530036,3.5065908,6.258512,5.417415,3.3406737,8.880387,5.821559,2
-0.28079307,9.62114,8.906534,5.522719,2.4077055,6.9521937,4.7109904,4.2057285,7.5059524,5.695793,0
0.030464126,10.155053,7.8142414,5.287115,2.9438353,8.838041,4.0604844,3.7075415,7.7131734,6.268604,3
0.48817813,10.384814,7.5375714,6.5546126,4.0027804,6.7754226,4.670128,4.021983,7.7293305,5.8224125,1
-0.12436335,10.278353,8.545783,4.8934875,2.6435134,9.084296,3.7492826,3.7947383,7.7091455,6.8090057,3
0.5720721,9.463175,5.875609,3.9037201,3.4944835,6.452216,5.350633,3.3760097,9.262074,5.8320403,2
0.56644475,9.441194,5.9387894,4.1214886,3.4343498,6.5871444,5.2321987,3.3513904,9.458046,6.074936,2
0.5939404,9.418659,5.992584,4.067502,3.5345094,6.5922155,5.308046,3.4459574,9.314842,5.8404155,2
0.4173671,10.882102,7.459128,5.080294,4.37198,9.595854,4.2193904,4.0596066,8.233537,6.2228665,5
0.09764047,10.380559,7.410275,6.425362,3.8615208,5.9218216,4.563237,3.888844,7.69553,5.5530934,1
-0.8274784,10.301746,9.4788475,4.834485,2.721699,8.289404,3.762965,3.6072342,7.8117447,7.5854607,3
0.653288,10.490283,7.440586,6.501587,3.9669,6.6318083,4.828872,4.0629444,8.009816,6.52009,1
0.10160374,9.427032,5.606312,3.5476553,3.5655172,6.002607,5.4396725,3.5691147,9.051604,5.9407077,2
0.17398983,10.099473,7.4206023,5.23802,2.6802475,9.325281,3.5326617,3.5582604,7.8897853,6.735325,5
-0.5498909,9.204301,9.960817,5.8641834,2.5813768,6.0766625,4.7866035,4.4934354,7.439619,5.545701,0
-0.40275556,9.290736,9.550137,5.61493,2.183605,6.4642987,4.8684793,4.353651,7.3989477,5.5428457,0
-0.22647217,9.933255,6.268095,6.1773252,2.4932222,9.073729,4.494477,2.7060018,7.110805,4.429833,4
0.4661865,9.5591755,5.6077056,3.3279116,3.256011,6.4191995,4.938701,3.197839,8.678373,5.7089887,2
-0.122694075,9.994136,6.542553,5.8455305,2.5823066,9.096349,4.4368033,3.1592581,7.1475635,4.640624,4
0.096106485,10.099302,7.8171005,5.0794473,2.7718432,9.147331,3.5759225,3.634527,7.9127445,6.8304005,5
0.1542982,10.217975,7.35959,6.1675596,3.95061,6.832599,4.5581155,4.0352335,7.7146597,5.982033,1
-0.048519,10.187414,7.431477,5.9291763,3.6285963,6.957152,4.707279,3.7055838,7.5887737,5.650001,1
0.030001614,10.182325,6.6705694,6.169064,2.785689,9.255157,4.4034295,3.2704575,7.0760107,5.0430803,4
-0.18359205,9.935354,6.683255,6.0778446,2.5187612,8.888395,4.5311522,3.0409515,7.115012,4.625049,4
0.44850755,10.2450695,6.589681,5.7592573,3.0537398,8.950062,3.700594,3.6740966,8.259244,7.147099,5
0.41698542,10.743017,7.4893565,5.4850183,3.8737361,9.409557,4.1806064,3.9130247,8.129201,6.318374,5
0.217187,9.606822,5.6342144,3.8338468,3.445954,6.5358577,4.950334,3.243507,8.974445,6.217284,2
-0.09106462,10.2233925,8.93744,4.820142,2.734271,9.221221,3.4038906,3.9363203,7.763451,7.168735,3
-0.32832882,10.278738,8.587038,5.1255245,2.5494523,9.052104,3.6600718,3.755532,7.64883,6.8039947,3
0.5799645,10.153082,7.190633,6.7830696,4.1948457,6.686251,5.210777,3.8663301,7.7726483,5.9671183,1
-0.5062545,9.270886,9.576992,4.8117757,1.7834209,6.545773,4.3668942,4.576558,7.5763354,5.676449,0
0.23342294,10.4449625,7.4366355,5.504483,3.8057716,8.227533,4.5137935,3.8526914,8.136586,6.105939,5
0.1393743,10.568441,7.262686,6.0179496,4.3572984,6.6853824,4.321494,4.2535276,7.794319,5.9174914,1
0.50371426,10.218832,6.471724,5.8105063,3.1262126,8.911488,3.7705722,3.711977,8.316112,7.1616735,5
0.4379215,10.682349,7.4748354,5.369726,3.8398004,9.495613,4.1345344,3.8815064,8.141021,6.3676934,5
0.23749106,10.166146,7.0532265,6.171724,4.1508136,7.2285357,4.514982,3.925268,7.890886,6.1009564,1
-0.08131212,10.109641,9.074773,4.711426,2.7224174,9.102634,3.5083203,3.9184666,7.704379,6.9312906,3
0.26363778,9.505252,5.6860614,3.8695142,3.8086216,6.393691,5.413396,3.6434512,9.0175495,5.8208485,2
0.23166136,9.817538,6.0884027,5.726433,2.777614,9.146023,4.4066687,2.613439,7.092571,4.5031924,4
-0.10672275,10.306936,9.149553,4.742691,2.8930519,9.242398,3.6539154,4.077637,7.69986,6.713143,3
0.30932546,10.01503,6.4745674,5.747194,2.7837865,9.47152,4.3607397,3.426137,6.8527145,4.6476984,4
0.41392794,9.851766,8.690091,5.4022355,2.6785624,7.5340786,4.7197266,4.293088,7.353401,5.9359913,1
0.016404333,10.21917,5.948738,5.7940545,3.142392,8.96781,4.5466523,2.6781275,7.0552015,4.5315547,4
0.51459545,10.382023,7.262596,7.0156384,5.14542,6.4079103,5.3173175,4.186608,7.9736867,6.397688,1
0.32776037,10.037995,6.6688128,5.8518095,3.069451,8.695638,4.055779,3.5369806,8.132031,6.635044,4
0.22854222,10.324805,7.2039514,5.4580293,3.9050477,7.162098,4.6436234,3.9530032,8.036903,5.951055,1
19.302517,9.253154,4.7786717,5.6359086,1.9456624,6.787685,5.807222,4.267886,8.619255,6.41167,1
-0.40407115,9.474297,8.692228,5.589056,2.5192528,6.832821,4.7010784,4.038517,7.5870485,5.762713,0
0.3656605,10.241341,7.5451503,6.537785,3.8579319,6.4329844,4.7715244,3.9967184,7.6851163,5.8353586,1
0.29844978,10.258448,7.4477916,6.419888,3.9216478,6.5448303,4.719053,4.1068106,7.68609,6.064452,1
0.3954553,9.873016,7.2602897,5.6154327,3.5831082,7.828562,4.336183,3.5023003,8.38958,6.624225,1
0.5035288,10.467904,7.523641,6.28948,4.2532506,6.6384387,4.3799663,4.2873325,7.8291326,5.99081,1
0.46114543,9.867587,5.709602,3.5142407,3.4464962,6.143261,5.7054677,3.3433833,8.866479,5.8800406,2
-0.40266043,9.149393,9.723017,5.7067223,2.2630847,6.3735948,4.785125,4.1009755,7.309102,5.707861,0
-0.41598043,9.080045,9.784292,5.5015965,2.3393676,6.068516,5.005305,4.3862557,7.5073404,5.4127374,0
0.24683529,9.602835,5.8370237,3.39632,3.2699714,6.170572,5.295919,3.4919796,8.960197,6.0599155,2
0.22131835,9.967453,8.0589075,6.020379,3.1105385,6.8382125,4.630097,4.0157785,7.6600957,5.794407,5
-0.5854331,8.993075,10.140742,5.861582,2.505342,5.937822,4.924767,4.552939,7.425874,5.330766,0
-0.41380623,10.059286,6.4119024,6.0242963,2.665151,8.993116,4.33724,2.6119604,7.242113,4.5773787,4
-0.42041287,9.455644,9.463023,5.4793243,2.4018161,6.96395,4.3613977,4.0137334,7.2575912,5.480012,3
-0.33210945,10.16965,6.499636,5.9652243,3.0016096,8.82129,4.4616213,2.9738314,7.394299,4.5839596,4
-0.015177471,10.324863,8.460519,5.1262646,3.0217793,8.997361,3.6274662,3.784771,7.942618,7.269738,3
0.44584066,10.63505,7.4478517,5.523675,3.8390079,9.106837,4.3260345,3.83305,8.0311165,6.0789704,5
-0.40635183,9.582728,9.243383,5.771662,2.9258573,6.656706,4.7125845,4.2346325,7.655986,5.871658,1
-0.25580326,9.321948,5.404889,3.4010727,3.3209462,5.9044266,5.065104,3.3756993,9.06112,6.261979,2
0.2623916,9.68531,6.3077354,3.6897178,3.2929838,6.305089,5.4356494,3.672713,8.718258,5.964977,2
-0.44905055,9.179814,9.534451,5.5538673,1.9767625,6.3895545,4.8243337,4.087831,7.3077936,5.5701265,0
-0.40912464,9.486895,9.389671,5.500163,2.442737,6.99748,4.3760576,4.008864,7.283837,5.5387726,0
0.7650023,10.108543,7.2499747,6.6905384,3.8995132,6.558722,4.878756,3.9826503,7.7573104,5.813375,1
-0.19438627,9.322625,9.667265,5.6190543,2.3572545,6.3045,4.907379,4.492981,7.430016,5.6114125,0
0.6409476,10.2115555,7.3720922,6.4221787,4.0943575,6.706463,4.816406,4.0515113,8.04642,6.4031267,1
0.26778382,9.923108,6.3505607,5.5182924,3.0131516,9.155618,4.2088165,3.0432057,7.0030403,4.734469,4
0.3414377,9.940757,6.531561,4.0609245,3.2108207,6.593967,5.308862,3.7398736,8.656481,6.2194057,2
0.08637829,10.221989,7.18832,6.0632224,4.036494,7.11243,4.4637475,3.9725864,7.7491755,5.980563,1
0.3291655,10.259977,7.2628894,5.154879,3.2801468,8.309675,4.2439814,3.8311293,8.119907,6.4872546,3
-0.6770203,9.346608,9.769404,5.2891192,2.170168,6.3165975,4.516434,4.5984335,7.5533633,5.590124,0
0.2719498,9.93917,6.4293227,5.4595094,3.0138469,9.014045,4.246547,3.126326,7.0949817,4.91609,4
0.21752098,10.239233,6.4394574,6.0941973,2.993617,9.009572,4.167479,3.4225671,7.8431735,5.898139,4
0.3328619,9.515656,5.9728665,5.8108664,2.6860893,8.804661,4.3212132,2.642606,7.3881526,4.4504547,4
0.79061383,9.717563,5.8559833,3.9447563,3.7888443,6.561501,5.5482106,3.3507519,9.0641365,5.679933,2
0.091487676,10.033048,6.3029127,5.909014,2.7087815,9.327146,4.459048,3.2591784,7.127301,4.736991,5
0.03459598,9.833788,9.064779,4.6390705,2.6630802,8.76278,3.6099598,3.9500742,7.707437,6.839514,3
0.40633878,9.878148,7.581288,5.7562127,3.5502884,6.9312043,4.872037,3.8830564,7.9924335,5.867222,1
-0.28995198,10.344194,9.587859,4.84542,2.6736696,9.32739,3.435357,4.1646214,7.6807895,7.0827136,3
0.12491515,9.415834,6.163926,6.3183737,2.3532043,8.77924,4.2830925,3.1836376,7.6656885,4.667821,4
